GroupCode,GroupName,CountryCode,CountryName,
HPC,Heavily indebted poor countries (HIPC),SLE,Sierra Leone,Low income
HPC,Heavily indebted poor countries (HIPC),SOM,Somalia,Low income
HPC,Heavily indebted poor countries (HIPC),SDN,Sudan,Low income
HPC,Heavily indebted poor countries (HIPC),TZA,Tanzania,Lower middle income
HPC,Heavily indebted poor countries (HIPC),TGO,Togo,Low income
HPC,Heavily indebted poor countries (HIPC),UGA,Uganda,Low income
HPC,Heavily indebted poor countries (HIPC),ZMB,Zambia,Lower middle income
IBD,IBRD only,ALB,Albania,Upper middle income
IBD,IBRD only,DZA,Algeria,Lower middle income
IBD,IBRD only,AGO,Angola,Lower middle income
IBD,IBRD only,ATG,Antigua and Barbuda,High income
IBD,IBRD only,ARG,Argentina,Upper middle income
IBD,IBRD only,ARM,Armenia,Upper middle income
IBD,IBRD only,AZE,Azerbaijan,Upper middle income
IBD,IBRD only,BLR,Belarus,Upper middle income
IBD,IBRD only,BLZ,Belize,Upper middle income
IBD,IBRD only,BOL,Bolivia,Lower middle income
IBD,IBRD only,BIH,Bosnia and Herzegovina,Upper middle income
IBD,IBRD only,BWA,Botswana,Upper middle income
IBD,IBRD only,BRA,Brazil,Upper middle income
IBD,IBRD only,BGR,Bulgaria,Upper middle income
IBD,IBRD only,CHL,Chile,High income
IBD,IBRD only,CHN,China,Upper middle income
IBD,IBRD only,COL,Colombia,Upper middle income
IBD,IBRD only,CRI,Costa Rica,Upper middle income
IBD,IBRD only,HRV,Croatia,High income
IBD,IBRD only,DOM,Dominican Republic,Upper middle income
IBD,IBRD only,ECU,Ecuador,Upper middle income
IBD,IBRD only,EGY,"Egypt, Arab Rep.",Lower middle income
IBD,IBRD only,SLV,El Salvador,Upper middle income
IBD,IBRD only,GNQ,Equatorial Guinea,Upper middle income
IBD,IBRD only,SWZ,Eswatini,Lower middle income
IBD,IBRD only,GAB,Gabon,Upper middle income
IBD,IBRD only,GEO,Georgia,Upper middle income
IBD,IBRD only,GTM,Guatemala,Upper middle income
IBD,IBRD only,IND,India,Lower middle income
IBD,IBRD only,IDN,Indonesia,Upper middle income
IBD,IBRD only,IRN,"Iran, Islamic Rep.",Lower middle income
IBD,IBRD only,IRQ,Iraq,Upper middle income
IBD,IBRD only,JAM,Jamaica,Upper middle income
IBD,IBRD only,JOR,Jordan,Lower middle income
IBD,IBRD only,KAZ,Kazakhstan,Upper middle income
IBD,IBRD only,LBN,Lebanon,Lower middle income
IBD,IBRD only,LBY,Libya,Upper middle income
IBD,IBRD only,MYS,Malaysia,Upper middle income
IBD,IBRD only,MUS,Mauritius,Upper middle income
IBD,IBRD only,MEX,Mexico,Upper middle income
IBD,IBRD only,MDA,Moldova,Upper middle income
IBD,IBRD only,MNG,Mongolia,Lower middle income
IBD,IBRD only,MNE,Montenegro,Upper middle income
IBD,IBRD only,MAR,Morocco,Lower middle income
IBD,IBRD only,NAM,Namibia,Upper middle income
IBD,IBRD only,NRU,Nauru,High income
IBD,IBRD only,MKD,North Macedonia,Upper middle income
IBD,IBRD only,PLW,Palau,Upper middle income
IBD,IBRD only,PAN,Panama,High income
IBD,IBRD only,PRY,Paraguay,Upper middle income
IBD,IBRD only,PER,Peru,Upper middle income
IBD,IBRD only,PHL,Philippines,Lower middle income
IBD,IBRD only,POL,Poland,High income
IBD,IBRD only,ROU,Romania,High income
IBD,IBRD only,RUS,Russian Federation,Upper middle income
IBD,IBRD only,SRB,Serbia,Upper middle income
IBD,IBRD only,SYC,Seychelles,High income
IBD,IBRD only,ZAF,South Africa,Upper middle income
IBD,IBRD only,KNA,St. Kitts and Nevis,High income
IBD,IBRD only,SUR,Suriname,Upper middle income
IBD,IBRD only,THA,Thailand,Upper middle income
IBD,IBRD only,TTO,Trinidad and Tobago,High income
IBD,IBRD only,TUN,Tunisia,Lower middle income
IBD,IBRD only,TUR,Türkiye,Upper middle income
IBD,IBRD only,TKM,Turkmenistan,Upper middle income
IBD,IBRD only,UKR,Ukraine,Lower middle income
IBD,IBRD only,URY,Uruguay,High income
IBD,IBRD only,VEN,"Venezuela, RB",0
IBD,IBRD only,VNM,Vietnam,Lower middle income
IBT,IDA & IBRD total,AFG,Afghanistan,Low income
IBT,IDA & IBRD total,ALB,Albania,Upper middle income
IBT,IDA & IBRD total,DZA,Algeria,Lower middle income
IBT,IDA & IBRD total,AGO,Angola,Lower middle income
IBT,IDA & IBRD total,ATG,Antigua and Barbuda,High income
IBT,IDA & IBRD total,ARG,Argentina,Upper middle income
IBT,IDA & IBRD total,ARM,Armenia,Upper middle income
IBT,IDA & IBRD total,AZE,Azerbaijan,Upper middle income
IBT,IDA & IBRD total,BGD,Bangladesh,Lower middle income
IBT,IDA & IBRD total,BLR,Belarus,Upper middle income
IBT,IDA & IBRD total,BLZ,Belize,Upper middle income
IBT,IDA & IBRD total,BEN,Benin,Lower middle income
IBT,IDA & IBRD total,BTN,Bhutan,Lower middle income
IBT,IDA & IBRD total,BOL,Bolivia,Lower middle income
IBT,IDA & IBRD total,BIH,Bosnia and Herzegovina,Upper middle income
IBT,IDA & IBRD total,BWA,Botswana,Upper middle income
IBT,IDA & IBRD total,BRA,Brazil,Upper middle income
IBT,IDA & IBRD total,BGR,Bulgaria,Upper middle income
IBT,IDA & IBRD total,BFA,Burkina Faso,Low income
IBT,IDA & IBRD total,BDI,Burundi,Low income
IBT,IDA & IBRD total,CPV,Cabo Verde,Lower middle income
IBT,IDA & IBRD total,KHM,Cambodia,Lower middle income
IBT,IDA & IBRD total,CMR,Cameroon,Lower middle income
IBT,IDA & IBRD total,CAF,Central African Republic,Low income
IBT,IDA & IBRD total,TCD,Chad,Low income
IBT,IDA & IBRD total,CHL,Chile,High income
IBT,IDA & IBRD total,CHN,China,Upper middle income
IBT,IDA & IBRD total,COL,Colombia,Upper middle income
IBT,IDA & IBRD total,COM,Comoros,Lower middle income
IBT,IDA & IBRD total,COD,"Congo, Dem. Rep.",Low income
IBT,IDA & IBRD total,COG,"Congo, Rep.",Lower middle income
IBT,IDA & IBRD total,CRI,Costa Rica,Upper middle income
IBT,IDA & IBRD total,CIV,Côte d’Ivoire,Lower middle income
IBT,IDA & IBRD total,HRV,Croatia,High income
IBT,IDA & IBRD total,DJI,Djibouti,Lower middle income
IBT,IDA & IBRD total,DMA,Dominica,Upper middle income
IBT,IDA & IBRD total,DOM,Dominican Republic,Upper middle income
IBT,IDA & IBRD total,ECU,Ecuador,Upper middle income
IBT,IDA & IBRD total,EGY,"Egypt, Arab Rep.",Lower middle income
IBT,IDA & IBRD total,SLV,El Salvador,Upper middle income
IBT,IDA & IBRD total,GNQ,Equatorial Guinea,Upper middle income
IBT,IDA & IBRD total,ERI,Eritrea,Low income
IBT,IDA & IBRD total,SWZ,Eswatini,Lower middle income
IBT,IDA & IBRD total,ETH,Ethiopia,Low income
IBT,IDA & IBRD total,FJI,Fiji,Upper middle income
IBT,IDA & IBRD total,GAB,Gabon,Upper middle income
IBT,IDA & IBRD total,GMB,"Gambia, The",Low income
IBT,IDA & IBRD total,GEO,Georgia,Upper middle income
IBT,IDA & IBRD total,GHA,Ghana,Lower middle income
IBT,IDA & IBRD total,GRD,Grenada,Upper middle income
IBT,IDA & IBRD total,GTM,Guatemala,Upper middle income
IBT,IDA & IBRD total,GIN,Guinea,Lower middle income
IBT,IDA & IBRD total,GNB,Guinea-Bissau,Low income
IBT,IDA & IBRD total,GUY,Guyana,High income
IBT,IDA & IBRD total,HTI,Haiti,Lower middle income
IBT,IDA & IBRD total,HND,Honduras,Lower middle income
IBT,IDA & IBRD total,IND,India,Lower middle income
IBT,IDA & IBRD total,IDN,Indonesia,Upper middle income
IBT,IDA & IBRD total,IRN,"Iran, Islamic Rep.",Lower middle income
IBT,IDA & IBRD total,IRQ,Iraq,Upper middle income
IBT,IDA & IBRD total,JAM,Jamaica,Upper middle income
IBT,IDA & IBRD total,JOR,Jordan,Lower middle income
IBT,IDA & IBRD total,KAZ,Kazakhstan,Upper middle income
IBT,IDA & IBRD total,KEN,Kenya,Lower middle income
IBT,IDA & IBRD total,KIR,Kiribati,Lower middle income
IBT,IDA & IBRD total,XKX,Kosovo,Upper middle income
IBT,IDA & IBRD total,KGZ,Kyrgyz Republic,Lower middle income
IBT,IDA & IBRD total,LAO,Lao PDR,Lower middle income
IBT,IDA & IBRD total,LBN,Lebanon,Lower middle income
IBT,IDA & IBRD total,LSO,Lesotho,Lower middle income
IBT,IDA & IBRD total,LBR,Liberia,Low income
IBT,IDA & IBRD total,LBY,Libya,Upper middle income
IBT,IDA & IBRD total,MDG,Madagascar,Low income
IBT,IDA & IBRD total,MWI,Malawi,Low income
IBT,IDA & IBRD total,MYS,Malaysia,Upper middle income
IBT,IDA & IBRD total,MDV,Maldives,Upper middle income
IBT,IDA & IBRD total,MLI,Mali,Low income
IBT,IDA & IBRD total,MHL,Marshall Islands,Upper middle income
IBT,IDA & IBRD total,MRT,Mauritania,Lower middle income
IBT,IDA & IBRD total,MUS,Mauritius,Upper middle income
IBT,IDA & IBRD total,MEX,Mexico,Upper middle income
IBT,IDA & IBRD total,FSM,"Micronesia, Fed. Sts.",Lower middle income
IBT,IDA & IBRD total,MDA,Moldova,Upper middle income
IBT,IDA & IBRD total,MNG,Mongolia,Lower middle income
IBT,IDA & IBRD total,MNE,Montenegro,Upper middle income
IBT,IDA & IBRD total,MAR,Morocco,Lower middle income
IBT,IDA & IBRD total,MOZ,Mozambique,Low income
IBT,IDA & IBRD total,MMR,Myanmar,Lower middle income
IBT,IDA & IBRD total,NAM,Namibia,Upper middle income
IBT,IDA & IBRD total,NRU,Nauru,High income
IBT,IDA & IBRD total,NPL,Nepal,Lower middle income
IBT,IDA & IBRD total,NIC,Nicaragua,Lower middle income
IBT,IDA & IBRD total,NER,Niger,Low income
IBT,IDA & IBRD total,NGA,Nigeria,Lower middle income
IBT,IDA & IBRD total,MKD,North Macedonia,Upper middle income
IBT,IDA & IBRD total,PAK,Pakistan,Lower middle income
IBT,IDA & IBRD total,PLW,Palau,Upper middle income
IBT,IDA & IBRD total,PAN,Panama,High income
IBT,IDA & IBRD total,PNG,Papua New Guinea,Lower middle income
IBT,IDA & IBRD total,PRY,Paraguay,Upper middle income
IBT,IDA & IBRD total,PER,Peru,Upper middle income
IBT,IDA & IBRD total,PHL,Philippines,Lower middle income
IBT,IDA & IBRD total,POL,Poland,High income
IBT,IDA & IBRD total,ROU,Romania,High income
IBT,IDA & IBRD total,RUS,Russian Federation,Upper middle income
IBT,IDA & IBRD total,RWA,Rwanda,Low income
IBT,IDA & IBRD total,WSM,Samoa,Lower middle income
IBT,IDA & IBRD total,STP,São Tomé and Príncipe,Lower middle income
IBT,IDA & IBRD total,SEN,Senegal,Lower middle income
IBT,IDA & IBRD total,SRB,Serbia,Upper middle income
IBT,IDA & IBRD total,SYC,Seychelles,High income
IBT,IDA & IBRD total,SLE,Sierra Leone,Low income
IBT,IDA & IBRD total,SLB,Solomon Islands,Lower middle income
IBT,IDA & IBRD total,SOM,Somalia,Low income
IBT,IDA & IBRD total,ZAF,South Africa,Upper middle income
IBT,IDA & IBRD total,SSD,South Sudan,Low income
IBT,IDA & IBRD total,LKA,Sri Lanka,Lower middle income
IBT,IDA & IBRD total,KNA,St. Kitts and Nevis,High income
IBT,IDA & IBRD total,LCA,St. Lucia,Upper middle income
IBT,IDA & IBRD total,VCT,St. Vincent and the Grenadines,Upper middle income
IBT,IDA & IBRD total,SDN,Sudan,Low income
IBT,IDA & IBRD total,SUR,Suriname,Upper middle income
IBT,IDA & IBRD total,SYR,Syrian Arab Republic,Low income
IBT,IDA & IBRD total,TJK,Tajikistan,Lower middle income
IBT,IDA & IBRD total,TZA,Tanzania,Lower middle income
IBT,IDA & IBRD total,THA,Thailand,Upper middle income
IBT,IDA & IBRD total,TLS,Timor-Leste,Lower middle income
IBT,IDA & IBRD total,TGO,Togo,Low income
IBT,IDA & IBRD total,TON,Tonga,Upper middle income
IBT,IDA & IBRD total,TTO,Trinidad and Tobago,High income
IBT,IDA & IBRD total,TUN,Tunisia,Lower middle income
IBT,IDA & IBRD total,TUR,Türkiye,Upper middle income
IBT,IDA & IBRD total,TKM,Turkmenistan,Upper middle income
IBT,IDA & IBRD total,TUV,Tuvalu,Upper middle income
IBT,IDA & IBRD total,UGA,Uganda,Low income
IBT,IDA & IBRD total,UKR,Ukraine,Lower middle income
IBT,IDA & IBRD total,URY,Uruguay,High income
IBT,IDA & IBRD total,UZB,Uzbekistan,Lower middle income
IBT,IDA & IBRD total,VUT,Vanuatu,Lower middle income
IBT,IDA & IBRD total,VEN,"Venezuela, RB",0
IBT,IDA & IBRD total,VNM,Vietnam,Lower middle income
IBT,IDA & IBRD total,YEM,"Yemen, Rep.",Low income
IBT,IDA & IBRD total,ZMB,Zambia,Lower middle income
IBT,IDA & IBRD total,ZWE,Zimbabwe,Lower middle income
IDA,IDA total,AFG,Afghanistan,Low income
IDA,IDA total,BGD,Bangladesh,Lower middle income
IDA,IDA total,BEN,Benin,Lower middle income
IDA,IDA total,BTN,Bhutan,Lower middle income
IDA,IDA total,BFA,Burkina Faso,Low income
IDA,IDA total,BDI,Burundi,Low income
IDA,IDA total,CPV,Cabo Verde,Lower middle income
IDA,IDA total,KHM,Cambodia,Lower middle income
IDA,IDA total,CMR,Cameroon,Lower middle income
IDA,IDA total,CAF,Central African Republic,Low income
IDA,IDA total,TCD,Chad,Low income
IDA,IDA total,COM,Comoros,Lower middle income
IDA,IDA total,COD,"Congo, Dem. Rep.",Low income
IDA,IDA total,COG,"Congo, Rep.",Lower middle income
IDA,IDA total,CIV,Côte d’Ivoire,Lower middle income
IDA,IDA total,DJI,Djibouti,Lower middle income
IDA,IDA total,DMA,Dominica,Upper middle income
IDA,IDA total,ERI,Eritrea,Low income
IDA,IDA total,ETH,Ethiopia,Low income
IDA,IDA total,FJI,Fiji,Upper middle income
IDA,IDA total,GMB,"Gambia, The",Low income
IDA,IDA total,GHA,Ghana,Lower middle income
IDA,IDA total,GRD,Grenada,Upper middle income
IDA,IDA total,GIN,Guinea,Lower middle income
IDA,IDA total,GNB,Guinea-Bissau,Low income
IDA,IDA total,GUY,Guyana,High income
IDA,IDA total,HTI,Haiti,Lower middle income
IDA,IDA total,HND,Honduras,Lower middle income
IDA,IDA total,KEN,Kenya,Lower middle income
IDA,IDA total,KIR,Kiribati,Lower middle income
IDA,IDA total,XKX,Kosovo,Upper middle income
IDA,IDA total,KGZ,Kyrgyz Republic,Lower middle income
IDA,IDA total,LAO,Lao PDR,Lower middle income
IDA,IDA total,LSO,Lesotho,Lower middle income
IDA,IDA total,LBR,Liberia,Low income
IDA,IDA total,MDG,Madagascar,Low income
IDA,IDA total,MWI,Malawi,Low income
IDA,IDA total,MDV,Maldives,Upper middle income
IDA,IDA total,MLI,Mali,Low income
IDA,IDA total,MHL,Marshall Islands,Upper middle income
IDA,IDA total,MRT,Mauritania,Lower middle income
IDA,IDA total,FSM,"Micronesia, Fed. Sts.",Lower middle income
IDA,IDA total,MOZ,Mozambique,Low income
IDA,IDA total,MMR,Myanmar,Lower middle income
IDA,IDA total,NPL,Nepal,Lower middle income
IDA,IDA total,NIC,Nicaragua,Lower middle income
IDA,IDA total,NER,Niger,Low income
IDA,IDA total,NGA,Nigeria,Lower middle income
IDA,IDA total,PAK,Pakistan,Lower middle income
IDA,IDA total,PNG,Papua New Guinea,Lower middle income
IDA,IDA total,RWA,Rwanda,Low income
IDA,IDA total,WSM,Samoa,Lower middle income
IDA,IDA total,STP,São Tomé and Príncipe,Lower middle income
IDA,IDA total,SEN,Senegal,Lower middle income
IDA,IDA total,SLE,Sierra Leone,Low income
IDA,IDA total,SLB,Solomon Islands,Lower middle income
IDA,IDA total,SOM,Somalia,Low income
IDA,IDA total,SSD,South Sudan,Low income
IDA,IDA total,LKA,Sri Lanka,Lower middle income
IDA,IDA total,LCA,St. Lucia,Upper middle income
IDA,IDA total,VCT,St. Vincent and the Grenadines,Upper middle income
IDA,IDA total,SDN,Sudan,Low income
IDA,IDA total,SYR,Syrian Arab Republic,Low income
IDA,IDA total,TJK,Tajikistan,Lower middle income
IDA,IDA total,TZA,Tanzania,Lower middle income
IDA,IDA total,TLS,Timor-Leste,Lower middle income
IDA,IDA total,TGO,Togo,Low income
IDA,IDA total,TON,Tonga,Upper middle income
IDA,IDA total,TUV,Tuvalu,Upper middle income
IDA,IDA total,UGA,Uganda,Low income
IDA,IDA total,UZB,Uzbekistan,Lower middle income
IDA,IDA total,VUT,Vanuatu,Lower middle income
IDA,IDA total,YEM,"Yemen, Rep.",Low income
IDA,IDA total,ZMB,Zambia,Lower middle income
IDA,IDA total,ZWE,Zimbabwe,Lower middle income
IDB,IDA blend,CPV,Cabo Verde,Lower middle income
IDB,IDA blend,CMR,Cameroon,Lower middle income
IDB,IDA blend,COG,"Congo, Rep.",Lower middle income
IDB,IDA blend,DMA,Dominica,Upper middle income
IDB,IDA blend,FJI,Fiji,Upper middle income
IDB,IDA blend,GRD,Grenada,Upper middle income
IDB,IDA blend,KEN,Kenya,Lower middle income
IDB,IDA blend,NGA,Nigeria,Lower middle income
IDB,IDA blend,PAK,Pakistan,Lower middle income
IDB,IDA blend,PNG,Papua New Guinea,Lower middle income
IDB,IDA blend,LCA,St. Lucia,Upper middle income
IDB,IDA blend,VCT,St. Vincent and the Grenadines,Upper middle income
IDB,IDA blend,TLS,Timor-Leste,Lower middle income
IDB,IDA blend,UZB,Uzbekistan,Lower middle income
IDB,IDA blend,ZWE,Zimbabwe,Lower middle income
IDX,IDA only,AFG,Afghanistan,Low income
IDX,IDA only,BGD,Bangladesh,Lower middle income
IDX,IDA only,BEN,Benin,Lower middle income
IDX,IDA only,BTN,Bhutan,Lower middle income
IDX,IDA only,BFA,Burkina Faso,Low income
IDX,IDA only,BDI,Burundi,Low income
IDX,IDA only,KHM,Cambodia,Lower middle income
IDX,IDA only,CAF,Central African Republic,Low income
IDX,IDA only,TCD,Chad,Low income
IDX,IDA only,COM,Comoros,Lower middle income
IDX,IDA only,COD,"Congo, Dem. Rep.",Low income
IDX,IDA only,CIV,Côte d’Ivoire,Lower middle income
IDX,IDA only,DJI,Djibouti,Lower middle income
IDX,IDA only,ERI,Eritrea,Low income
IDX,IDA only,ETH,Ethiopia,Low income
IDX,IDA only,GMB,"Gambia, The",Low income
IDX,IDA only,GHA,Ghana,Lower middle income
IDX,IDA only,GIN,Guinea,Lower middle income
IDX,IDA only,GNB,Guinea-Bissau,Low income
IDX,IDA only,GUY,Guyana,High income
IDX,IDA only,HTI,Haiti,Lower middle income
IDX,IDA only,HND,Honduras,Lower middle income
IDX,IDA only,KIR,Kiribati,Lower middle income
IDX,IDA only,XKX,Kosovo,Upper middle income
IDX,IDA only,KGZ,Kyrgyz Republic,Lower middle income
IDX,IDA only,LAO,Lao PDR,Lower middle income
IDX,IDA only,LSO,Lesotho,Lower middle income
IDX,IDA only,LBR,Liberia,Low income
IDX,IDA only,MDG,Madagascar,Low income
IDX,IDA only,MWI,Malawi,Low income
IDX,IDA only,MDV,Maldives,Upper middle income
IDX,IDA only,MLI,Mali,Low income
IDX,IDA only,MHL,Marshall Islands,Upper middle income
IDX,IDA only,MRT,Mauritania,Lower middle income
IDX,IDA only,FSM,"Micronesia, Fed. Sts.",Lower middle income
IDX,IDA only,MOZ,Mozambique,Low income
IDX,IDA only,MMR,Myanmar,Lower middle income
IDX,IDA only,NPL,Nepal,Lower middle income
IDX,IDA only,NIC,Nicaragua,Lower middle income
IDX,IDA only,NER,Niger,Low income
IDX,IDA only,RWA,Rwanda,Low income
IDX,IDA only,WSM,Samoa,Lower middle income
IDX,IDA only,STP,São Tomé and Príncipe,Lower middle income
IDX,IDA only,SEN,Senegal,Lower middle income
IDX,IDA only,SLE,Sierra Leone,Low income
IDX,IDA only,SLB,Solomon Islands,Lower middle income
IDX,IDA only,SOM,Somalia,Low income
IDX,IDA only,SSD,South Sudan,Low income
IDX,IDA only,LKA,Sri Lanka,Lower middle income
IDX,IDA only,SDN,Sudan,Low income
IDX,IDA only,SYR,Syrian Arab Republic,Low income
IDX,IDA only,TJK,Tajikistan,Lower middle income
IDX,IDA only,TZA,Tanzania,Lower middle income
IDX,IDA only,TGO,Togo,Low income
IDX,IDA only,TON,Tonga,Upper middle income
IDX,IDA only,TUV,Tuvalu,Upper middle income
IDX,IDA only,UGA,Uganda,Low income
IDX,IDA only,VUT,Vanuatu,Lower middle income
IDX,IDA only,YEM,"Yemen, Rep.",Low income
IDX,IDA only,ZMB,Zambia,Lower middle income
LAC,Latin America & Caribbean (excluding high income),ARG,Argentina,Upper middle income
LAC,Latin America & Caribbean (excluding high income),BLZ,Belize,Upper middle income
LAC,Latin America & Caribbean (excluding high income),BOL,Bolivia,Lower middle income
LAC,Latin America & Caribbean (excluding high income),BRA,Brazil,Upper middle income
LAC,Latin America & Caribbean (excluding high income),COL,Colombia,Upper middle income
LAC,Latin America & Caribbean (excluding high income),CRI,Costa Rica,Upper middle income
LAC,Latin America & Caribbean (excluding high income),CUB,Cuba,Upper middle income
LAC,Latin America & Caribbean (excluding high income),DMA,Dominica,Upper middle income
LAC,Latin America & Caribbean (excluding high income),DOM,Dominican Republic,Upper middle income
LAC,Latin America & Caribbean (excluding high income),ECU,Ecuador,Upper middle income
LAC,Latin America & Caribbean (excluding high income),SLV,El Salvador,Upper middle income
LAC,Latin America & Caribbean (excluding high income),GRD,Grenada,Upper middle income
LAC,Latin America & Caribbean (excluding high income),GTM,Guatemala,Upper middle income
LAC,Latin America & Caribbean (excluding high income),HTI,Haiti,Lower middle income
LAC,Latin America & Caribbean (excluding high income),HND,Honduras,Lower middle income
LAC,Latin America & Caribbean (excluding high income),JAM,Jamaica,Upper middle income
LAC,Latin America & Caribbean (excluding high income),MEX,Mexico,Upper middle income
LAC,Latin America & Caribbean (excluding high income),NIC,Nicaragua,Lower middle income
LAC,Latin America & Caribbean (excluding high income),PRY,Paraguay,Upper middle income
LAC,Latin America & Caribbean (excluding high income),PER,Peru,Upper middle income
LAC,Latin America & Caribbean (excluding high income),LCA,St. Lucia,Upper middle income
LAC,Latin America & Caribbean (excluding high income),VCT,St. Vincent and the Grenadines,Upper middle income
LAC,Latin America & Caribbean (excluding high income),SUR,Suriname,Upper middle income
LCN,Latin America & Caribbean,ATG,Antigua and Barbuda,High income
LCN,Latin America & Caribbean,ARG,Argentina,Upper middle income
LCN,Latin America & Caribbean,ABW,Aruba,High income
LCN,Latin America & Caribbean,BHS,"Bahamas, The",High income
LCN,Latin America & Caribbean,BRB,Barbados,High income
LCN,Latin America & Caribbean,BLZ,Belize,Upper middle income
LCN,Latin America & Caribbean,BOL,Bolivia,Lower middle income
LCN,Latin America & Caribbean,BRA,Brazil,Upper middle income
LCN,Latin America & Caribbean,VGB,British Virgin Islands,High income
LCN,Latin America & Caribbean,CYM,Cayman Islands,High income
LCN,Latin America & Caribbean,CHL,Chile,High income
LCN,Latin America & Caribbean,COL,Colombia,Upper middle income
LCN,Latin America & Caribbean,CRI,Costa Rica,Upper middle income
LCN,Latin America & Caribbean,CUB,Cuba,Upper middle income
LCN,Latin America & Caribbean,CUW,Curaçao,High income
LCN,Latin America & Caribbean,DMA,Dominica,Upper middle income
LCN,Latin America & Caribbean,DOM,Dominican Republic,Upper middle income
LCN,Latin America & Caribbean,ECU,Ecuador,Upper middle income
LCN,Latin America & Caribbean,SLV,El Salvador,Upper middle income
LCN,Latin America & Caribbean,GRD,Grenada,Upper middle income
LCN,Latin America & Caribbean,GTM,Guatemala,Upper middle income
LCN,Latin America & Caribbean,GUY,Guyana,High income
LCN,Latin America & Caribbean,HTI,Haiti,Lower middle income
LCN,Latin America & Caribbean,HND,Honduras,Lower middle income
LCN,Latin America & Caribbean,JAM,Jamaica,Upper middle income
LCN,Latin America & Caribbean,MEX,Mexico,Upper middle income
LCN,Latin America & Caribbean,NIC,Nicaragua,Lower middle income
LCN,Latin America & Caribbean,PAN,Panama,High income
LCN,Latin America & Caribbean,PRY,Paraguay,Upper middle income
LCN,Latin America & Caribbean,PER,Peru,Upper middle income
LCN,Latin America & Caribbean,PRI,Puerto Rico,High income
LCN,Latin America & Caribbean,SXM,Sint Maarten (Dutch part),High income
LCN,Latin America & Caribbean,KNA,St. Kitts and Nevis,High income
LCN,Latin America & Caribbean,LCA,St. Lucia,Upper middle income
LCN,Latin America & Caribbean,MAF,St. Martin (French part),High income
LCN,Latin America & Caribbean,VCT,St. Vincent and the Grenadines,Upper middle income
LCN,Latin America & Caribbean,SUR,Suriname,Upper middle income
LCN,Latin America & Caribbean,TTO,Trinidad and Tobago,High income
LCN,Latin America & Caribbean,TCA,Turks and Caicos Islands,High income
LCN,Latin America & Caribbean,URY,Uruguay,High income
LCN,Latin America & Caribbean,VEN,"Venezuela, RB",0
LCN,Latin America & Caribbean,VIR,Virgin Islands (U.S.),High income
LDC,Least developed countries: UN classification,AFG,Afghanistan,Low income
LDC,Least developed countries: UN classification,AGO,Angola,Lower middle income
LDC,Least developed countries: UN classification,BGD,Bangladesh,Lower middle income
LDC,Least developed countries: UN classification,BEN,Benin,Lower middle income
LDC,Least developed countries: UN classification,BTN,Bhutan,Lower middle income
LDC,Least developed countries: UN classification,BFA,Burkina Faso,Low income
LDC,Least developed countries: UN classification,BDI,Burundi,Low income
LDC,Least developed countries: UN classification,KHM,Cambodia,Lower middle income
LDC,Least developed countries: UN classification,CAF,Central African Republic,Low income
LDC,Least developed countries: UN classification,TCD,Chad,Low income
LDC,Least developed countries: UN classification,COM,Comoros,Lower middle income
LDC,Least developed countries: UN classification,COD,"Congo, Dem. Rep.",Low income
LDC,Least developed countries: UN classification,DJI,Djibouti,Lower middle income
LDC,Least developed countries: UN classification,ERI,Eritrea,Low income
LDC,Least developed countries: UN classification,ETH,Ethiopia,Low income
LDC,Least developed countries: UN classification,GMB,"Gambia, The",Low income
LDC,Least developed countries: UN classification,GIN,Guinea,Lower middle income
LDC,Least developed countries: UN classification,GNB,Guinea-Bissau,Low income
LDC,Least developed countries: UN classification,HTI,Haiti,Lower middle income
LDC,Least developed countries: UN classification,KIR,Kiribati,Lower middle income
LDC,Least developed countries: UN classification,LAO,Lao PDR,Lower middle income
LDC,Least developed countries: UN classification,LSO,Lesotho,Lower middle income
LDC,Least developed countries: UN classification,LBR,Liberia,Low income
LDC,Least developed countries: UN classification,MDG,Madagascar,Low income
LDC,Least developed countries: UN classification,MWI,Malawi,Low income
LDC,Least developed countries: UN classification,MLI,Mali,Low income
LDC,Least developed countries: UN classification,MRT,Mauritania,Lower middle income
LDC,Least developed countries: UN classification,MOZ,Mozambique,Low income
LDC,Least developed countries: UN classification,MMR,Myanmar,Lower middle income
LDC,Least developed countries: UN classification,NPL,Nepal,Lower middle income
LDC,Least developed countries: UN classification,NER,Niger,Low income
LDC,Least developed countries: UN classification,RWA,Rwanda,Low income
LDC,Least developed countries: UN classification,STP,São Tomé and Príncipe,Lower middle income
LDC,Least developed countries: UN classification,SEN,Senegal,Lower middle income
LDC,Least developed countries: UN classification,SLE,Sierra Leone,Low income
LDC,Least developed countries: UN classification,SLB,Solomon Islands,Lower middle income
LDC,Least developed countries: UN classification,SOM,Somalia,Low income
LDC,Least developed countries: UN classification,SSD,South Sudan,Low income
LDC,Least developed countries: UN classification,SDN,Sudan,Low income
LDC,Least developed countries: UN classification,TZA,Tanzania,Lower middle income
LDC,Least developed countries: UN classification,TLS,Timor-Leste,Lower middle income
LDC,Least developed countries: UN classification,TGO,Togo,Low income
LDC,Least developed countries: UN classification,TUV,Tuvalu,Upper middle income
LDC,Least developed countries: UN classification,UGA,Uganda,Low income
LDC,Least developed countries: UN classification,YEM,"Yemen, Rep.",Low income
